payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency,request_year,request_month,request_ym,approval_year,approval_month,approval_ym,payment_year,payment_month,payment_ym,days_to_approval,days_to_payment,approval_to_payment_days,age_at_request,age_group,payment_pct,unpaid_amount,region,province_en,province_id
PAY00042,SOC00473,2094396151876,เกศรินทร์,พึ่งบุญ,หญิง,1982-11-13,คนพิการ,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-11-30,2024-12-02,2024-12-10,9500,3000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ขอนแก่น,เมืองขอนแก่น,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,11,2024-11,2024,12,2024-12,2024,12,2024-12,2,10,8,42,วัยแรงงานตอนกลาง (36-59),31.58,6500,ภาคตะวันออกเฉียงเหนือ,Khon Kaen,29
PAY00043,SOC00463,3023876434160,ภัทรพล,บุญส่ง,หญิง,1974-10-04,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2026-06-11,2026-06-17,2026-06-18,8000,6500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กรุงเทพมหานคร,บางเขน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,6,2026-06,2026,6,2026-06,2026,6,2026-06,6,7,1,51,วัยแรงงานตอนกลาง (36-59),81.25,1500,ภาคกลาง,Bangkok,1
PAY00044,SOC00250,2351403231447,อริสรา,รัตนวงศ์,ชาย,2002-01-22,คนพิการ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2025-12-19,2025-12-26,2025-12-29,5500,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ตราด,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,12,2025-12,2025,12,2025-12,2025,12,2025-12,7,10,3,23,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคตะวันออก,Trat,14
PAY00045,SOC00419,2815398330313,ภาคิน,เพิ่มพูน,ชาย,1995-03-25,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-03-26,2026-03-29,2026-04-05,2500,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สมุทรปราการ,คลองใหม่,บ้านพักเด็กและครอบครัว,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,3,10,7,31,วัยแรงงานตอนต้น (18-35),20.0,2000,ภาคกลาง,Samut Prakan,2
PAY00046,SOC00325,5953433031307,สุชาดา,นพคุณ,ชาย,1998-08-10,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2023-03-02,2023-03-08,2023-03-13,9500,9500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,สมุทรสาคร,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2023,3,2023-03,2023,3,2023-03,2023,3,2023-03,6,11,5,24,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคกลาง,Samut Sakhon,60
PAY00047,SOC00168,7714071128675,ปัญญา,สุนทรวงศ์,ชาย,2006-11-03,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2025-04-14,2025-04-26,2025-04-28,8500,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สระบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,4,2025-04,2025,4,2025-04,2025,4,2025-04,12,14,2,18,วัยแรงงานตอนต้น (18-35),5.88,8000,ภาคกลาง,Saraburi,10
PAY00048,SOC00011,6291383137886,นันทนา,เจริญผล,ชาย,1942-04-15,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2025-07-21,2025-07-29,2025-08-04,7500,3000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,7,2025-07,2025,7,2025-07,2025,8,2025-08,8,14,6,83,ผู้สูงอายุ (60+),40.0,4500,ภาคกลาง,Lop Buri,7
PAY00049,SOC00125,7972318178827,ธนา,วัฒนกุล,หญิง,2005-06-07,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-01-18,2022-01-24,2022-01-25,5000,1500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,พิษณุโลก,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2022,1,2022-01,2022,1,2022-01,2022,1,2022-01,6,7,1,16,เด็กและเยาวชน (<18),30.0,3500,ภาคกลาง,Phitsanulok,53
PAY00050,SOC00386,3383093442551,วาสนา,รัตนกุล,หญิง,1952-07-13,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2025-05-30,2025-06-09,2025-06-11,6500,1000,พร้อมเพย์,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,นราธิวาส,เมือง,บ้านพักเด็กและครอบครัว,2025,5,2025-05,2025,6,2025-06,2025,6,2025-06,10,12,2,72,ผู้สูงอายุ (60+),15.38,5500,ภาคใต้,Narathiwat,77
PAY00051,SOC00027,2007476414141,ขวัญฤดี,สุวรรณวงศ์,ชาย,2008-09-22,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2024-08-01,2024-08-11,2024-08-13,2000,2000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สมุทรปราการ,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,8,2024-08,2024,8,2024-08,2024,8,2024-08,10,12,2,15,เด็กและเยาวชน (<18),100.0,0,ภาคกลาง,Samut Prakan,2
PAY00052,SOC00233,6021285211145,รวิศ,ศรีสุข,หญิง,1977-08-15,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-12-06,2023-12-08,2023-12-15,6500,1500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ปราจีนบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,12,2023-12,2023,12,2023-12,2023,12,2023-12,2,9,7,46,วัยแรงงานตอนกลาง (36-59),23.08,5000,ภาคตะวันออก,Prachin Buri,16
PAY00053,SOC00499,1864211334809,สุวิมล,ศรีนวล,หญิง,1939-07-02,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2026-08-23,2026-08-24,2026-08-24,8000,2500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,พระนครศรีอยุธยา,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2026,8,2026-08,2026,8,2026-08,2026,8,2026-08,1,1,0,87,ผู้สูงอายุ (60+),31.25,5500,ภาคกลาง,Phra Nakhon Si Ayutthaya,5
