payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency
PAY00056,SOC00042,5538896382323,ชลธิชา,ไชยวงศ์,ชาย,1979-01-10,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ที่อยู่อาศัยไม่เหมาะสม,2023-07-18,2023-07-24,2023-07-26,7000,7000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สุพรรณบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00057,SOC00209,7996579409231,กฤษฎา,วัฒนกุล,ชาย,1975-04-28,คนพิการ,เงินสงเคราะห์คนพิการ,มีค่าใช้จ่ายด้านสุขภาพ,2025-03-31,2025-04-09,2025-04-11,3500,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,เงินสำรองเพื่อกรณีฉุกเฉิน,พิษณุโลก,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
PAY00058,SOC00208,5064539365071,ภัทรพล,จันทร์ฉาย,หญิง,2006-01-22,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2026-05-30,2026-06-03,2026-06-05,2500,2500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ปัตตานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00059,SOC00013,6664024796872,จุฑามาศ,แสงทอง,ชาย,1947-05-16,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-11-24,2024-12-05,2024-12-06,4500,4500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,มหาสารคาม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00060,SOC00216,5677722032104,ณัฐวุฒิ,ทรัพย์เจริญ,หญิง,2016-05-27,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-06-04,2026-06-14,2026-06-17,3500,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ราชบุรี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00061,SOC00353,8999644550274,บุษบา,สุทธิวงศ์,ชาย,1983-10-03,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ประสบปัญหาค่าครองชีพ,2025-08-09,2025-08-13,2025-08-19,2500,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,สงขลา,สะเดา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00062,SOC00278,5449099631143,นฤมล,ปัญญาดี,หญิง,2005-01-20,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-04-09,2023-04-17,2023-04-24,3500,3500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กระบี่,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00063,SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2023-08-23,2023-08-29,2023-09-04,6500,2000,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สกลนคร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00064,SOC00232,7081007014439,พิมพ์ชนก,สมานมิตร,ชาย,2006-03-24,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2024-02-26,2024-03-02,2024-03-04,10000,9000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุดรธานี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00065,SOC00207,4906403102464,สายฝน,สมบูรณ์ผล,หญิง,2008-05-01,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2026-01-26,2026-02-06,2026-02-08,2000,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สมุทรสาคร,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00066,SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2023-08-28,2023-09-04,2023-09-08,6500,1500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สกลนคร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
