payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,father_citizen_id,father_first_name,father_last_name,father_status,mother_citizen_id,mother_first_name,mother_last_name,mother_status,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,legal_guardian_relation,legal_guardian_reason,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_annual_income,registration_channel,province,district,subdistrict,agency
NCGPAY00229,NCG00229,7.73997E+12,ธีรดนย์,บุญส่ง,ชาย,23/06/2020,5.36188E+12,สุรชัย,ยอดแก้ว,มีชีวิตและเลี้ยงดูเด็ก,3.9252E+12,ชลธิชา,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,3.9252E+12,ชลธิชา,ทองอินทร์,มารดา,,,15/12/2020,6/01/2021,6/01/2021,19/01/2021,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,75500,ระบบออนไลน์,สมุทรสาคร,กระทุ่มแบน,ดอนไก่ดี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรสาคร
NCGPAY00015,NCG00015,6.38311E+12,อชิระ,นิลแก้ว,หญิง,25/11/2020,5.24647E+12,ศรัณย์,พิพัฒน์กุล,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.04908E+12,ณัฐธิดา,ไชยวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.20108E+12,ปณชัย,เข็มทอง,ผู้ปกครองโดยชอบด้วยกฎหมาย,อา,ได้รับแต่งตั้งเป็นผู้ปกครองตามคำสั่งศาล,12/01/2021,24/01/2021,24/01/2021,30/01/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,80000,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00471,NCG00277,1.83202E+12,วรเมธ,เข็มทอง,หญิง,15/08/2020,1.90509E+12,ชยพล,จิตมั่น,มีชีวิตและเลี้ยงดูเด็ก,6.47142E+12,กมลชนก,ภูมิใจ,เสียชีวิต,1.90509E+12,ชยพล,จิตมั่น,บิดา,,,11/10/2020,4/11/2020,4/11/2020,3/02/2021,3,600,จ่ายสำเร็จ,พร้อมเพย์,7,85300,หน่วยบริการเคลื่อนที่,อุดรธานี,นายูง,โนนทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00324,NCG00234,6.15424E+12,พิชญาภา,ภูมิใจ,ชาย,3/09/2020,3.53987E+12,ธนกฤต,เกษมสุข,มีชีวิตและเลี้ยงดูเด็ก,6.62909E+12,นิตยา,บุญส่ง,มีชีวิตและเลี้ยงดูเด็ก,6.62909E+12,นิตยา,บุญส่ง,มารดา,,,11/10/2020,9/11/2020,9/11/2020,10/02/2021,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,90400,ระบบออนไลน์,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00356,NCG00057,6.63168E+12,วายุ,ทองมาก,หญิง,7/07/2020,1.76554E+12,ภูวดล,คงเจริญ,มีชีวิตและเลี้ยงดูเด็ก,7.68477E+12,กัญญารัตน์,สวัสดิผล,มีชีวิตและเลี้ยงดูเด็ก,7.68477E+12,กัญญารัตน์,สวัสดิผล,มารดา,,,11/11/2020,6/12/2020,6/12/2020,10/02/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,77400,ระบบออนไลน์,นครสวรรค์,ไพศาลี,วังข่อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00034,NCG00034,8.14704E+12,กมลชนก,แก้วกาญจน์,ชาย,6/06/2020,7.88018E+12,ณรงค์,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,2.79671E+12,ธัญชนก,บุญเรือง,มีชีวิตและเลี้ยงดูเด็ก,7.88018E+12,ณรงค์,มั่นคง,บิดา,,,28/12/2020,13/01/2021,13/01/2021,15/02/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,55100,ระบบออนไลน์,สงขลา,เทพา,วังใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสงขลา
NCGPAY00483,NCG00112,3.61578E+12,ธิดารัตน์,เรืองฤทธิ์,ชาย,9/07/2020,5.18872E+12,อาทิตย์,พิพัฒน์กุล,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.49277E+12,ชุติมา,พิพัฒน์กุล,มีชีวิตและเลี้ยงดูเด็ก,3.49277E+12,ชุติมา,พิพัฒน์กุล,มารดา,,,21/12/2020,29/12/2020,29/12/2020,19/02/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,82900,ลงทะเบียน ณ หน่วยรับลงทะเบียน,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00026,NCG00026,4.54344E+12,พัชราภา,จิตมั่น,หญิง,20/07/2020,5.69567E+12,สุเมธ,สุทธิวงศ์,มีชีวิตและเลี้ยงดูเด็ก,7.96305E+12,พัชรินทร์,คงเจริญ,มีชีวิตและเลี้ยงดูเด็ก,5.69567E+12,สุเมธ,สุทธิวงศ์,บิดา,,,29/12/2020,18/01/2021,18/01/2021,21/02/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,56600,หน่วยบริการเคลื่อนที่,นครราชสีมา,ห้วยแถลง,เมืองพลับพลา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครราชสีมา
NCGPAY00106,NCG00106,8.60166E+12,ปิยธิดา,สุทธิวงศ์,หญิง,19/09/2020,4.32633E+12,สิทธิชัย,สุนทรวงศ์,มีชีวิตและเลี้ยงดูเด็ก,5.31357E+12,กัลยา,ภูมิใจ,มีชีวิตและเลี้ยงดูเด็ก,5.31357E+12,กัลยา,ภูมิใจ,มารดา,,,2/02/2021,10/02/2021,10/02/2021,26/02/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,74400,ลงทะเบียน ณ หน่วยรับลงทะเบียน,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครศรีธรรมราช
NCGPAY00290,NCG00015,6.38311E+12,อชิระ,นิลแก้ว,หญิง,25/11/2020,5.24647E+12,ศรัณย์,พิพัฒน์กุล,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.04908E+12,ณัฐธิดา,ไชยวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.20108E+12,ปณชัย,เข็มทอง,ผู้ปกครองโดยชอบด้วยกฎหมาย,อา,ได้รับแต่งตั้งเป็นผู้ปกครองตามคำสั่งศาล,12/01/2021,24/01/2021,24/01/2021,1/03/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,80000,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00257,NCG00257,6.2615E+12,ชยุต,ประดับศรี,หญิง,1/01/2021,3.78089E+12,ธนกฤต,ธรรมรักษ์,มีชีวิตและเลี้ยงดูเด็ก,7.4706E+12,สุภาวดี,แก้วกาญจน์,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.78089E+12,ธนกฤต,ธรรมรักษ์,บิดา,,,11/02/2021,27/02/2021,27/02/2021,3/03/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,79100,เจ้าหน้าที่ช่วยลงทะเบียน,นราธิวาส,ตากใบ,เกาะสะท้อน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนราธิวาส
NCGPAY00061,NCG00061,4.598E+12,ธัญชนก,ศรีสุข,หญิง,10/07/2020,4.18795E+12,สมชาย,ธรรมคุณ,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.70594E+12,มาลี,สุวรรณศรี,มีชีวิตและเลี้ยงดูเด็ก,3.70594E+12,มาลี,สุวรรณศรี,มารดา,,,26/01/2021,8/02/2021,8/02/2021,5/03/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,60900,หน่วยบริการเคลื่อนที่,ฉะเชิงเทรา,บางปะกง,เขาดิน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดฉะเชิงเทรา
