case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,problem_type,request_date,assistance_date,assistance_type,case_source,urgency_level,case_result,close_date,channel,province,district,agency
SOC00065,7072672362103,เมธาวี,ธรรมคุณ,ชาย,1988-06-04,สตรีและครอบครัว,หนี้สินครัวเรือน,2024-10-15,2024-10-22,จัดหาที่พักชั่วคราว,หน่วยงานภาครัฐส่งต่อ,เร่งด่วน,ช่วยเหลือและปิดเคส,2024-10-28,สายด่วน พม. 1300,พิจิตร,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00066,7881006384375,ชยพล,แสนดี,ชาย,1966-05-08,ผู้สูงอายุ,ประสบเหตุฉุกเฉิน,2025-07-29,2025-08-04,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ช่วยเหลือและปิดเคส,2025-08-04,หน่วยงานส่งต่อ,ระยอง,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00067,5004805414414,อริสรา,วงศ์สวัสดิ์,ชาย,1943-04-21,ผู้สูงอายุ,ว่างงาน,2024-01-11,2024-01-26,จัดหาที่พักชั่วคราว,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-02-19,ระบบออนไลน์,ปราจีนบุรี,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00068,3019247215310,วิศรุต,ทองสุข,หญิง,2023-08-27,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2024-01-29,2024-02-03,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-02-13,Walk-in,ลำพูน,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00069,6977211830230,ภาคิน,นิ่มนวล,ชาย,1956-09-06,ผู้มีรายได้น้อย,ที่อยู่อาศัย,2023-12-27,2023-12-31,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2024-01-12,Walk-in,ร้อยเอ็ด,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00070,2156750551055,กัญญารัตน์,สุนทรวงศ์,หญิง,1992-11-20,สตรีและครอบครัว,ว่างงาน,2024-11-28,2024-12-05,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-12-09,Walk-in,ร้อยเอ็ด,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00071,3636405672556,พชร,แสงจันทร์,ชาย,2021-08-13,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2025-12-25,2026-01-01,ช่วยเหลือด้านที่อยู่อาศัย,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-01-05,สายด่วน พม. 1300,กาฬสินธุ์,ทุ่งสุข,บ้านพักเด็กและครอบครัว
SOC00072,7871986306216,ปวีณา,เรืองฤทธิ์,หญิง,2002-09-18,ผู้ประสบปัญหาทางสังคมทั่วไป,ว่างงาน,2023-01-13,2023-01-24,จัดหาที่พักชั่วคราว,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-02-08,สายด่วน พม. 1300,จันทบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00073,4336679348757,นิภาพร,อินทร์แก้ว,หญิง,1963-06-27,ผู้สูงอายุ,ที่อยู่อาศัย,2022-01-01,2022-01-22,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2022-01-27,Walk-in,นครปฐม,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00074,1972231012448,พัชรินทร์,จิตต์มั่น,หญิง,2024-01-15,เด็กและเยาวชน,ว่างงาน,2023-04-11,2023-04-25,จัดหาที่พักชั่วคราว,หน่วยงานภาครัฐส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2023-05-25,ระบบออนไลน์,ระยอง,ศรีพัฒนา,ศูนย์ช่วยเหลือสังคม 1300
SOC00075,1779423479423,จิราภรณ์,สวัสดี,ชาย,1966-09-05,คนไร้ที่พึ่ง,ขาดผู้ดูแล,2022-11-18,2022-12-08,ให้คำปรึกษา,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-12-11,หน่วยงานส่งต่อ,สมุทรสาคร,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00076,1159799300603,ภูริณัฐ,สุทธิวงศ์,ชาย,1989-09-19,สตรีและครอบครัว,ปัญหาสุขภาพและการดำรงชีพ,2026-04-04,2026-04-24,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ติดตามผลและปิดเคส,2026-05-23,สายด่วน พม. 1300,ตราด,หนองกลาง,ศูนย์ช่วยเหลือสังคม 1300
SOC00077,2020484977586,อาภาภรณ์,เกียรติไพศาล,ชาย,1970-12-03,ผู้มีรายได้น้อย,ประสบเหตุฉุกเฉิน,2023-11-11,2023-11-12,ให้คำปรึกษา,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2023-12-05,หน่วยงานส่งต่อ,ฉะเชิงเทรา,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00078,4703764944885,วาสนา,แสงทอง,ชาย,2004-02-02,เด็กและเยาวชน,ความรุนแรงในครอบครัว,2024-08-12,2024-08-17,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,สายด่วน พม. 1300,เร่งด่วน,ช่วยเหลือและปิดเคส,2024-08-23,สายด่วน พม. 1300,อุตรดิตถ์,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
